"Theme 1 - 1 : Persons aged 18 and under by sex and single year of age and persons aged 19 and over by sex, 2006";;;;
"Geographic Area";"Year of Age";"Persons";"Males";"Females"
"Limerick City 20/017";"19+";348;161;187
"Limerick City 20/017";"Total";567;271;296
"Limerick City 20/018";0;13;7;6
"Limerick City 20/018";1;14;9;5
"Limerick City 20/018";2;12;5;7
"Limerick City 20/018";3;15;6;9
"Limerick City 20/018";4;11;5;6
"Limerick City 20/018";5;8;6;2
"Limerick City 20/018";6;18;7;11
"Limerick City 20/018";7;10;8;2
"Limerick City 20/018";8;12;6;6
"Limerick City 20/018";9;10;3;7
"Limerick City 20/018";10;13;8;5
"Limerick City 20/018";11;10;5;5
"Limerick City 20/018";12;7;5;2
"Limerick City 20/018";13;8;2;6
"Limerick City 20/018";14;12;8;4
"Limerick City 20/018";15;18;11;7
"Limerick City 20/018";16;17;13;4
"Limerick City 20/018";17;20;10;10
"Limerick City 20/018";18;13;6;7
"Limerick City 20/018";"19+";546;250;296
"Limerick City 20/018";"Total";787;380;407
"Limerick City 20/019";0;14;5;9
"Limerick City 20/019";1;10;8;2
"Limerick City 20/019";2;12;4;8
"Limerick City 20/019";3;10;5;5
"Limerick City 20/019";4;9;7;2
"Limerick City 20/019";5;7;1;6
"Limerick City 20/019";6;11;8;3
"Limerick City 20/019";7;13;7;6
"Limerick City 20/019";8;11;7;4
"Limerick City 20/019";9;12;6;6
"Limerick City 20/019";10;15;5;10
"Limerick City 20/019";11;11;5;6
"Limerick City 20/019";12;12;6;6
"Limerick City 20/019";13;14;8;6
"Limerick City 20/019";14;10;6;4
"Limerick City 20/019";15;11;8;3
"Limerick City 20/019";16;9;4;5
"Limerick City 20/019";17;10;4;6
"Limerick City 20/019";18;11;6;5
"Limerick City 20/019";"19+";380;175;205
"Limerick City 20/019";"Total";592;285;307
"Limerick City 20/020";0;11;4;7
"Limerick City 20/020";1;10;5;5
"Limerick City 20/020";2;16;7;9
"Limerick City 20/020";3;13;10;3
"Limerick City 20/020";4;15;11;4
"Limerick City 20/020";5;18;8;10
"Limerick City 20/020";6;23;12;11
"Limerick City 20/020";7;18;5;13
"Limerick City 20/020";8;13;7;6
"Limerick City 20/020";9;28;16;12
"Limerick City 20/020";10;17;6;11
"Limerick City 20/020";11;21;7;14
"Limerick City 20/020";12;14;10;4
"Limerick City 20/020";13;12;7;5
"Limerick City 20/020";14;16;8;8
"Limerick City 20/020";15;8;5;3
"Limerick City 20/020";16;18;9;9
"Limerick City 20/020";17;17;9;8
"Limerick City 20/020";18;18;11;7
"Limerick City 20/020";"19+";652;290;362
"Limerick City 20/020";"Total";958;447;511
"Limerick City 20/021";0;7;2;5
"Limerick City 20/021";1;9;7;2
"Limerick City 20/021";2;12;4;8
"Limerick City 20/021";3;5;3;2
"Limerick City 20/021";4;11;5;6
"Limerick City 20/021";5;11;5;6
"Limerick City 20/021";6;4;3;1
"Limerick City 20/021";7;17;9;8
"Limerick City 20/021";8;21;9;12
"Limerick City 20/021";9;10;4;6
"Limerick City 20/021";10;7;5;2
"Limerick City 20/021";11;16;5;11
"Limerick City 20/021";12;9;2;7
"Limerick City 20/021";13;4;3;1
"Limerick City 20/021";14;12;10;2
"Limerick City 20/021";15;10;7;3
"Limerick City 20/021";16;14;4;10
"Limerick City 20/021";17;15;8;7
"Limerick City 20/021";18;8;5;3
"Limerick City 20/021";"19+";542;244;298
"Limerick City 20/021";"Total";744;344;400
"Limerick City 20/022";0;6;5;1
"Limerick City 20/022";1;8;3;5
"Limerick City 20/022";2;6;6;0
"Limerick City 20/022";3;9;5;4
"Limerick City 20/022";4;8;6;2
"Limerick City 20/022";5;7;1;6
"Limerick City 20/022";6;9;4;5
"Limerick City 20/022";7;10;3;7
"Limerick City 20/022";8;7;3;4
"Limerick City 20/022";9;9;4;5
"Limerick City 20/022";10;4;1;3
"Limerick City 20/022";11;8;7;1
"Limerick City 20/022";12;5;3;2
"Limerick City 20/022";13;10;6;4
"Limerick City 20/022";14;15;9;6
"Limerick City 20/022";15;11;5;6
"Limerick City 20/022";16;10;8;2
"Limerick City 20/022";17;12;5;7
"Limerick City 20/022";18;15;8;7
"Limerick City 20/022";"19+";606;285;321
"Limerick City 20/022";"Total";775;377;398
"Limerick City 20/023";0;12;3;9
"Limerick City 20/023";1;6;4;2
"Limerick City 20/023";2;9;5;4
"Limerick City 20/023";3;8;4;4
"Limerick City 20/023";4;10;3;7
"Limerick City 20/023";5;8;2;6
"Limerick City 20/023";6;18;6;12
"Limerick City 20/023";7;11;6;5
"Limerick City 20/023";8;15;6;9
"Limerick City 20/023";9;7;4;3
"Limerick City 20/023";10;12;4;8
"Limerick City 20/023";11;16;10;6
"Limerick City 20/023";12;9;3;6
"Limerick City 20/023";13;15;6;9
"Limerick City 20/023";14;22;7;15
"Limerick City 20/023";15;12;8;4
"Limerick City 20/023";16;14;10;4
"Limerick City 20/023";17;14;7;7
"Limerick City 20/023";18;15;8;7
"Limerick City 20/023";"19+";629;297;332
"Limerick City 20/023";"Total";862;403;459
"Limerick City 20/024";0;3;2;1
"Limerick City 20/024";1;6;3;3
"Limerick City 20/024";2;9;6;3
"Limerick City 20/024";3;5;4;1
"Limerick City 20/024";4;8;4;4
"Limerick City 20/024";5;2;1;1
"Limerick City 20/024";6;6;3;3
"Limerick City 20/024";7;6;3;3
"Limerick City 20/024";8;0;0;0
"Limerick City 20/024";9;1;0;1
"Limerick City 20/024";10;2;1;1
"Limerick City 20/024";11;3;3;0
"Limerick City 20/024";12;2;1;1
"Limerick City 20/024";13;7;3;4
"Limerick City 20/024";14;3;1;2
"Limerick City 20/024";15;4;2;2
"Limerick City 20/024";16;3;0;3
"Limerick City 20/024";17;4;2;2
"Limerick City 20/024";18;38;6;32
"Limerick City 20/024";"19+";443;173;270
"Limerick City 20/024";"Total";555;218;337
"Limerick City 20/025";0;5;2;3
"Limerick City 20/025";1;9;4;5
"Limerick City 20/025";2;6;5;1
"Limerick City 20/025";3;4;1;3
"Limerick City 20/025";4;8;5;3
"Limerick City 20/025";5;3;1;2
"Limerick City 20/025";6;7;2;5
"Limerick City 20/025";7;1;1;0
"Limerick City 20/025";8;5;4;1
"Limerick City 20/025";9;1;1;0
"Limerick City 20/025";10;1;0;1
"Limerick City 20/025";11;4;1;3
"Limerick City 20/025";12;2;0;2
"Limerick City 20/025";13;6;3;3
"Limerick City 20/025";14;2;1;1
"Limerick City 20/025";15;5;1;4
"Limerick City 20/025";16;2;1;1
"Limerick City 20/025";17;3;1;2
"Limerick City 20/025";18;13;4;9
"Limerick City 20/025";"19+";758;391;367
"Limerick City 20/025";"Total";845;429;416
"Limerick City 20/026";0;9;6;3
"Limerick City 20/026";1;6;4;2
"Limerick City 20/026";2;9;5;4
"Limerick City 20/026";3;6;3;3
"Limerick City 20/026";4;6;5;1
"Limerick City 20/026";5;8;3;5
"Limerick City 20/026";6;10;6;4
"Limerick City 20/026";7;10;5;5
"Limerick City 20/026";8;7;3;4
"Limerick City 20/026";9;8;2;6
"Limerick City 20/026";10;5;1;4
"Limerick City 20/026";11;6;4;2
"Limerick City 20/026";12;4;2;2
"Limerick City 20/026";13;7;2;5
"Limerick City 20/026";14;8;5;3
"Limerick City 20/026";15;7;3;4
"Limerick City 20/026";16;7;6;1
"Limerick City 20/026";17;6;2;4
"Limerick City 20/026";18;11;3;8
"Limerick City 20/026";"19+";714;328;386
"Limerick City 20/026";"Total";854;398;456
"Limerick City 20/027";0;16;6;10
"Limerick City 20/027";1;11;2;9
"Limerick City 20/027";2;13;5;8
"Limerick City 20/027";3;17;7;10
"Limerick City 20/027";4;12;3;9
"Limerick City 20/027";5;16;7;9
"Limerick City 20/027";6;20;12;8
"Limerick City 20/027";7;19;13;6
"Limerick City 20/027";8;18;13;5
"Limerick City 20/027";9;17;11;6
"Limerick City 20/027";10;17;7;10
"Limerick City 20/027";11;19;10;9
"Limerick City 20/027";12;15;6;9
"Limerick City 20/027";13;21;7;14
"Limerick City 20/027";14;18;11;7
"Limerick City 20/027";15;20;7;13
"Limerick City 20/027";16;17;7;10
"Limerick City 20/027";17;18;10;8
"Limerick City 20/027";18;13;7;6
"Limerick City 20/027";"19+";586;280;306
"Limerick City 20/027";"Total";903;431;472
"Limerick City 20/028";0;6;4;2
"Limerick City 20/028";1;6;6;0
"Limerick City 20/028";2;10;5;5
"Limerick City 20/028";3;11;5;6
"Limerick City 20/028";4;10;8;2
"Limerick City 20/028";5;8;3;5
"Limerick City 20/028";6;9;4;5
"Limerick City 20/028";7;6;2;4
"Limerick City 20/028";8;8;4;4
"Limerick City 20/028";9;9;5;4
"Limerick City 20/028";10;10;5;5
"Limerick City 20/028";11;13;7;6
"Limerick City 20/028";12;11;8;3
"Limerick City 20/028";13;9;6;3
"Limerick City 20/028";14;8;5;3
"Limerick City 20/028";15;15;8;7
"Limerick City 20/028";16;11;8;3
"Limerick City 20/028";17;12;5;7
"Limerick City 20/028";18;13;7;6
"Limerick City 20/028";"19+";682;312;370
"Limerick City 20/028";"Total";867;417;450
"Limerick City 20/029";0;10;6;4
"Limerick City 20/029";1;8;5;3
"Limerick City 20/029";2;10;7;3
"Limerick City 20/029";3;7;4;3
"Limerick City 20/029";4;10;5;5
"Limerick City 20/029";5;10;7;3
"Limerick City 20/029";6;8;7;1
"Limerick City 20/029";7;7;7;0
"Limerick City 20/029";8;10;6;4
"Limerick City 20/029";9;6;2;4
"Limerick City 20/029";10;4;1;3
"Limerick City 20/029";11;8;5;3
"Limerick City 20/029";12;5;1;4
"Limerick City 20/029";13;7;6;1
"Limerick City 20/029";14;8;3;5
"Limerick City 20/029";15;9;5;4
"Limerick City 20/029";16;4;2;2
"Limerick City 20/029";17;5;3;2
"Limerick City 20/029";18;7;4;3
"Limerick City 20/029";"19+";698;288;410
"Limerick City 20/029";"Total";841;374;467
"Limerick City 20/030";0;7;6;1
"Limerick City 20/030";1;5;5;0
"Limerick City 20/030";2;5;4;1
"Limerick City 20/030";3;8;4;4
"Limerick City 20/030";4;10;2;8
"Limerick City 20/030";5;4;2;2
"Limerick City 20/030";6;7;4;3
"Limerick City 20/030";7;3;1;2
"Limerick City 20/030";8;10;7;3
"Limerick City 20/030";9;6;3;3
"Limerick City 20/030";10;12;6;6
"Limerick City 20/030";11;5;3;2
"Limerick City 20/030";12;10;6;4
"Limerick City 20/030";13;9;3;6
"Limerick City 20/030";14;6;3;3
"Limerick City 20/030";15;9;4;5
"Limerick City 20/030";16;4;3;1
"Limerick City 20/030";17;8;6;2
"Limerick City 20/030";18;10;2;8
"Limerick City 20/030";"19+";777;380;397
"Limerick City 20/030";"Total";915;454;461
"Limerick City 20/031";0;3;1;2
"Limerick City 20/031";1;12;8;4
"Limerick City 20/031";2;11;6;5
"Limerick City 20/031";3;9;4;5
"Limerick City 20/031";4;9;6;3
"Limerick City 20/031";5;10;7;3
"Limerick City 20/031";6;9;3;6
"Limerick City 20/031";7;9;7;2
"Limerick City 20/031";8;8;3;5
"Limerick City 20/031";9;14;4;10
"Limerick City 20/031";10;3;1;2
"Limerick City 20/031";11;6;4;2
"Limerick City 20/031";12;11;6;5
"Limerick City 20/031";13;4;2;2
"Limerick City 20/031";14;4;2;2
"Limerick City 20/031";15;6;4;2
"Limerick City 20/031";16;6;0;6
"Limerick City 20/031";17;18;5;13
"Limerick City 20/031";18;82;11;71
"Limerick City 20/031";"19+";920;389;531
"Limerick City 20/031";"Total";1154;473;681
"Limerick City 20/032";0;5;3;2
"Limerick City 20/032";1;3;2;1
"Limerick City 20/032";2;0;0;0
"Limerick City 20/032";3;1;1;0
"Limerick City 20/032";4;3;2;1
"Limerick City 20/032";5;3;1;2
"Limerick City 20/032";6;1;1;0
"Limerick City 20/032";7;1;1;0
"Limerick City 20/032";8;0;0;0
"Limerick City 20/032";9;0;0;0
"Limerick City 20/032";10;4;4;0
"Limerick City 20/032";11;1;1;0
"Limerick City 20/032";12;1;1;0
"Limerick City 20/032";13;3;1;2
"Limerick City 20/032";14;4;3;1
"Limerick City 20/032";15;2;1;1
"Limerick City 20/032";16;0;0;0
"Limerick City 20/032";17;1;1;0
"Limerick City 20/032";18;4;2;2
"Limerick City 20/032";"19+";500;282;218
"Limerick City 20/032";"Total";537;307;230
"Limerick City 20/033";0;2;2;0
"Limerick City 20/033";1;4;2;2
"Limerick City 20/033";2;6;2;4
"Limerick City 20/033";3;3;1;2
"Limerick City 20/033";4;3;2;1
"Limerick City 20/033";5;3;0;3
"Limerick City 20/033";6;2;1;1
"Limerick City 20/033";7;1;0;1
"Limerick City 20/033";8;0;0;0
"Limerick City 20/033";9;2;1;1
"Limerick City 20/033";10;1;1;0
"Limerick City 20/033";11;1;0;1
"Limerick City 20/033";12;0;0;0
"Limerick City 20/033";13;1;0;1
"Limerick City 20/033";14;1;1;0
"Limerick City 20/033";15;0;0;0
"Limerick City 20/033";16;0;0;0
"Limerick City 20/033";17;0;0;0
"Limerick City 20/033";18;1;0;1
"Limerick City 20/033";"19+";409;254;155
"Limerick City 20/033";"Total";440;267;173
"Limerick City 20/034";0;9;6;3
"Limerick City 20/034";1;5;3;2
"Limerick City 20/034";2;10;4;6
"Limerick City 20/034";3;9;4;5
"Limerick City 20/034";4;9;3;6
"Limerick City 20/034";5;7;2;5
"Limerick City 20/034";6;9;7;2
"Limerick City 20/034";7;9;4;5
"Limerick City 20/034";8;15;9;6
"Limerick City 20/034";9;9;6;3
"Limerick City 20/034";10;10;5;5
"Limerick City 20/034";11;4;2;2
"Limerick City 20/034";12;5;3;2
"Limerick City 20/034";13;10;7;3
"Limerick City 20/034";14;7;3;4
"Limerick City 20/034";15;9;4;5
"Limerick City 20/034";16;12;10;2
"Limerick City 20/034";17;15;5;10
"Limerick City 20/034";18;15;6;9
"Limerick City 20/034";"19+";795;389;406
"Limerick City 20/034";"Total";973;482;491
"Limerick City 20/035";0;9;3;6
"Limerick City 20/035";1;11;7;4
"Limerick City 20/035";2;9;7;2
"Limerick City 20/035";3;8;5;3
"Limerick City 20/035";4;8;6;2
"Limerick City 20/035";5;15;10;5
"Limerick City 20/035";6;14;7;7
"Limerick City 20/035";7;15;4;11
"Limerick City 20/035";8;20;13;7
"Limerick City 20/035";9;17;9;8
"Limerick City 20/035";10;13;7;6
"Limerick City 20/035";11;16;6;10
"Limerick City 20/035";12;12;8;4
"Limerick City 20/035";13;29;14;15
"Limerick City 20/035";14;31;18;13
"Limerick City 20/035";15;34;18;16
"Limerick City 20/035";16;36;20;16
"Limerick City 20/035";17;37;14;23
"Limerick City 20/035";18;33;20;13
"Limerick City 20/035";"19+";768;339;429
"Limerick City 20/035";"Total";1135;535;600
"Limerick City 20/036, 20/037";0;12;9;3
"Limerick City 20/036, 20/037";1;16;9;7
"Limerick City 20/036, 20/037";2;11;4;7
"Limerick City 20/036, 20/037";3;15;5;10
"Limerick City 20/036, 20/037";4;21;11;10
"Limerick City 20/036, 20/037";5;15;5;10
"Limerick City 20/036, 20/037";6;21;7;14
"Limerick City 20/036, 20/037";7;22;10;12
"Limerick City 20/036, 20/037";8;16;6;10
"Limerick City 20/036, 20/037";9;18;9;9
"Limerick City 20/036, 20/037";10;23;12;11
"Limerick City 20/036, 20/037";11;16;10;6
"Limerick City 20/036, 20/037";12;23;11;12
"Limerick City 20/036, 20/037";13;17;11;6
"Limerick City 20/036, 20/037";14;22;10;12
"Limerick City 20/036, 20/037";15;27;15;12
"Limerick City 20/036, 20/037";16;28;14;14
"Limerick City 20/036, 20/037";17;30;12;18
"Limerick City 20/036, 20/037";18;21;11;10
"Limerick City 20/036, 20/037";"19+";1483;691;792
"Limerick City 20/036, 20/037";"Total";1857;872;985
"Limerick City 20/038";0;10;5;5
"Limerick City 20/038";1;10;4;6
"Limerick City 20/038";2;12;5;7
"Limerick City 20/038";3;5;1;4
"Limerick City 20/038";4;14;8;6
"Limerick City 20/038";5;8;5;3
"Limerick City 20/038";6;19;13;6
"Limerick City 20/038";7;9;4;5
"Limerick City 20/038";8;9;5;4
"Limerick City 20/038";9;11;5;6
"Limerick City 20/038";10;10;4;6
"Limerick City 20/038";11;11;8;3
"Limerick City 20/038";12;4;1;3
"Limerick City 20/038";13;11;4;7
"Limerick City 20/038";14;13;7;6
"Limerick City 20/038";15;16;8;8
"Limerick City 20/038";16;7;4;3
"Limerick City 20/038";17;13;5;8
"Limerick City 20/038";18;18;8;10
"Limerick City 20/038";"19+";779;357;422
"Limerick City 20/038";"Total";989;461;528
"Limerick City 20/039";0;8;7;1
"Limerick City 20/039";1;13;6;7
"Limerick City 20/039";2;9;6;3
"Limerick City 20/039";3;6;1;5
"Limerick City 20/039";4;12;5;7
"Limerick City 20/039";5;6;5;1
"Limerick City 20/039";6;13;6;7
"Limerick City 20/039";7;9;8;1
"Limerick City 20/039";8;9;1;8
"Limerick City 20/039";9;14;5;9
"Limerick City 20/039";10;4;2;2
"Limerick City 20/039";11;8;4;4
"Limerick City 20/039";12;9;5;4
"Limerick City 20/039";13;11;5;6
"Limerick City 20/039";14;11;5;6
"Limerick City 20/039";15;14;5;9
"Limerick City 20/039";16;12;6;6
"Limerick City 20/039";17;11;6;5
"Limerick City 20/039";18;8;4;4
"Limerick City 20/039";"19+";924;410;514
"Limerick City 20/039";"Total";1111;502;609
"Limerick City 20/040";0;48;32;16
"Limerick City 20/040";1;7;2;5
"Limerick City 20/040";2;6;2;4
"Limerick City 20/040";3;2;1;1
"Limerick City 20/040";4;12;8;4
"Limerick City 20/040";5;6;3;3
"Limerick City 20/040";6;7;3;4
"Limerick City 20/040";7;10;4;6
"Limerick City 20/040";8;1;1;0
"Limerick City 20/040";9;7;4;3
"Limerick City 20/040";10;5;3;2
"Limerick City 20/040";11;8;6;2
"Limerick City 20/040";12;6;3;3
"Limerick City 20/040";13;4;3;1
"Limerick City 20/040";14;7;6;1
"Limerick City 20/040";15;10;5;5
"Limerick City 20/040";16;8;2;6
"Limerick City 20/040";17;6;4;2
"Limerick City 20/040";18;5;2;3
"Limerick City 20/040";"19+";743;322;421
"Limerick City 20/040";"Total";908;416;492
"Limerick City 20/041, 20/042";0;17;7;10
"Limerick City 20/041, 20/042";1;17;9;8
"Limerick City 20/041, 20/042";2;23;16;7
"Limerick City 20/041, 20/042";3;18;10;8
"Limerick City 20/041, 20/042";4;19;10;9
"Limerick City 20/041, 20/042";5;15;10;5
"Limerick City 20/041, 20/042";6;25;10;15
"Limerick City 20/041, 20/042";7;19;9;10
"Limerick City 20/041, 20/042";8;18;10;8
"Limerick City 20/041, 20/042";9;19;13;6
"Limerick City 20/041, 20/042";10;25;14;11
"Limerick City 20/041, 20/042";11;12;7;5
"Limerick City 20/041, 20/042";12;15;7;8
"Limerick City 20/041, 20/042";13;18;7;11
"Limerick City 20/041, 20/042";14;18;7;11
"Limerick City 20/041, 20/042";15;14;10;4
"Limerick City 20/041, 20/042";16;19;10;9
"Limerick City 20/041, 20/042";17;23;11;12
"Limerick City 20/041, 20/042";18;25;16;9
"Limerick City 20/041, 20/042";"19+";1212;581;631
"Limerick City 20/041, 20/042";"Total";1571;774;797
"Limerick City 20/043";0;8;4;4
"Limerick City 20/043";1;15;10;5
"Limerick City 20/043";2;11;3;8
"Limerick City 20/043";3;13;7;6
"Limerick City 20/043";4;12;9;3
"Limerick City 20/043";5;13;5;8
"Limerick City 20/043";6;14;9;5
"Limerick City 20/043";7;16;8;8
"Limerick City 20/043";8;23;12;11
"Limerick City 20/043";9;16;10;6
"Limerick City 20/043";10;17;6;11
"Limerick City 20/043";11;16;8;8
"Limerick City 20/043";12;21;9;12
"Limerick City 20/043";13;20;9;11
"Limerick City 20/043";14;26;14;12
"Limerick City 20/043";15;21;10;11
"Limerick City 20/043";16;21;12;9
"Limerick City 20/043";17;12;6;6
"Limerick City 20/043";18;18;8;10
"Limerick City 20/043";"19+";582;271;311
"Limerick City 20/043";"Total";895;430;465
"Limerick City 20/044";0;11;7;4
"Limerick City 20/044";1;9;8;1
"Limerick City 20/044";2;10;4;6
"Limerick City 20/044";3;14;8;6
"Limerick City 20/044";4;9;5;4
"Limerick City 20/044";5;6;1;5
"Limerick City 20/044";6;13;6;7
"Limerick City 20/044";7;17;9;8
"Limerick City 20/044";8;14;4;10
"Limerick City 20/044";9;15;4;11
"Limerick City 20/044";10;11;7;4
"Limerick City 20/044";11;12;5;7
"Limerick City 20/044";12;16;8;8
"Limerick City 20/044";13;17;10;7
"Limerick City 20/044";14;15;13;2
"Limerick City 20/044";15;20;11;9
"Limerick City 20/044";16;18;10;8
"Limerick City 20/044";17;7;4;3
"Limerick City 20/044";18;16;6;10
"Limerick City 20/044";"19+";596;285;311
"Limerick City 20/044";"Total";846;415;431
"Limerick City 20/045";0;7;4;3
"Limerick City 20/045";1;7;4;3
"Limerick City 20/045";2;10;7;3
"Limerick City 20/045";3;14;3;11
"Limerick City 20/045";4;17;7;10
"Limerick City 20/045";5;13;8;5
"Limerick City 20/045";6;10;7;3
"Limerick City 20/045";7;9;4;5
"Limerick City 20/045";8;22;10;12
"Limerick City 20/045";9;14;9;5
"Limerick City 20/045";10;15;5;10
"Limerick City 20/045";11;16;9;7
"Limerick City 20/045";12;16;6;10
"Limerick City 20/045";13;17;3;14
"Limerick City 20/045";14;15;5;10
"Limerick City 20/045";15;19;13;6
"Limerick City 20/045";16;16;7;9
"Limerick City 20/045";17;16;9;7
"Limerick City 20/045";18;21;10;11
"Limerick City 20/045";"19+";640;307;333
"Limerick City 20/045";"Total";914;437;477
"Limerick City 20/046";0;14;6;8
"Limerick City 20/046";1;9;4;5
"Limerick City 20/046";2;14;6;8
"Limerick City 20/046";3;15;5;10
"Limerick City 20/046";4;18;9;9
"Limerick City 20/046";5;17;10;7
"Limerick City 20/046";6;21;11;10
"Limerick City 20/046";7;13;4;9
"Limerick City 20/046";8;16;9;7
"Limerick City 20/046";9;18;10;8
"Limerick City 20/046";10;15;7;8
"Limerick City 20/046";11;13;7;6
"Limerick City 20/046";12;22;11;11
"Limerick City 20/046";13;15;6;9
"Limerick City 20/046";14;12;1;11
"Limerick City 20/046";15;22;13;9
"Limerick City 20/046";16;15;8;7
"Limerick City 20/046";17;18;12;6
"Limerick City 20/046";18;16;7;9
"Limerick City 20/046";"19+";589;272;317
"Limerick City 20/046";"Total";892;418;474
"Limerick City 20/047";0;12;5;7
"Limerick City 20/047";1;18;6;12
"Limerick City 20/047";2;20;8;12
"Limerick City 20/047";3;15;8;7
"Limerick City 20/047";4;16;7;9
"Limerick City 20/047";5;16;12;4
"Limerick City 20/047";6;13;9;4
"Limerick City 20/047";7;19;11;8
"Limerick City 20/047";8;14;6;8
"Limerick City 20/047";9;26;15;11
"Limerick City 20/047";10;17;13;4
"Limerick City 20/047";11;14;8;6
"Limerick City 20/047";12;23;13;10
"Limerick City 20/047";13;14;7;7
"Limerick City 20/047";14;18;12;6
"Limerick City 20/047";15;25;14;11
"Limerick City 20/047";16;21;10;11
"Limerick City 20/047";17;12;7;5
"Limerick City 20/047";18;21;12;9
"Limerick City 20/047";"19+";482;212;270
"Limerick City 20/047";"Total";816;395;421
"Limerick City 20/048";0;12;4;8
"Limerick City 20/048";1;18;8;10
"Limerick City 20/048";2;10;4;6
"Limerick City 20/048";3;17;9;8
"Limerick City 20/048";4;22;15;7
"Limerick City 20/048";5;18;7;11
"Limerick City 20/048";6;24;12;12
"Limerick City 20/048";7;22;9;13
"Limerick City 20/048";8;17;10;7
"Limerick City 20/048";9;11;8;3
"Limerick City 20/048";10;22;14;8
"Limerick City 20/048";11;22;13;9
"Limerick City 20/048";12;17;4;13
"Limerick City 20/048";13;21;9;12
"Limerick City 20/048";14;16;9;7
"Limerick City 20/048";15;18;8;10
"Limerick City 20/048";16;14;6;8
"Limerick City 20/048";17;18;11;7
"Limerick City 20/048";18;25;10;15
"Limerick City 20/048";"19+";624;299;325
"Limerick City 20/048";"Total";968;469;499
"Limerick City 20/049";0;13;8;5
"Limerick City 20/049";1;13;7;6
"Limerick City 20/049";2;9;4;5
"Limerick City 20/049";3;8;6;2
"Limerick City 20/049";4;12;8;4
"Limerick City 20/049";5;7;5;2
"Limerick City 20/049";6;10;6;4
"Limerick City 20/049";7;12;8;4
"Limerick City 20/049";8;9;4;5
"Limerick City 20/049";9;10;4;6
"Limerick City 20/049";10;6;6;0
"Limerick City 20/049";11;8;2;6
"Limerick City 20/049";12;12;6;6
"Limerick City 20/049";13;14;7;7
"Limerick City 20/049";14;6;2;4
"Limerick City 20/049";15;14;10;4
"Limerick City 20/049";16;11;5;6
"Limerick City 20/049";17;12;6;6
"Limerick City 20/049";18;11;9;2
"Limerick City 20/049";"19+";705;317;388
"Limerick City 20/049";"Total";902;430;472
"Limerick City 20/050";0;16;6;10
"Limerick City 20/050";1;6;3;3
"Limerick City 20/050";2;7;3;4
"Limerick City 20/050";3;10;5;5
"Limerick City 20/050";4;13;6;7
"Limerick City 20/050";5;11;7;4
"Limerick City 20/050";6;10;5;5
"Limerick City 20/050";7;13;7;6
"Limerick City 20/050";8;6;5;1
"Limerick City 20/050";9;9;4;5
"Limerick City 20/050";10;4;3;1
"Limerick City 20/050";11;11;3;8
"Limerick City 20/050";12;7;2;5
"Limerick City 20/050";13;8;7;1
"Limerick City 20/050";14;7;4;3
"Limerick City 20/050";15;11;6;5
"Limerick City 20/050";16;6;4;2
"Limerick City 20/050";17;9;6;3
"Limerick City 20/050";18;9;2;7
"Limerick City 20/050";"19+";659;324;335
"Limerick City 20/050";"Total";832;412;420
"Limerick City 20/051";0;10;5;5
"Limerick City 20/051";1;10;5;5
"Limerick City 20/051";2;15;13;2
"Limerick City 20/051";3;6;6;0
"Limerick City 20/051";4;13;5;8
"Limerick City 20/051";5;7;4;3
"Limerick City 20/051";6;9;4;5
"Limerick City 20/051";7;7;4;3
"Limerick City 20/051";8;9;4;5
"Limerick City 20/051";9;10;5;5
"Limerick City 20/051";10;9;6;3
"Limerick City 20/051";11;10;5;5
"Limerick City 20/051";12;4;2;2
"Limerick City 20/051";13;8;4;4
